entry_id,user_id,period,income_x,expense_amount,category,priority_flag,cutoff_rate,cutoff_note,currency,total_expenses,income_y,expense_ratio,risk_flag
2479,U226,2025-08,1127,696,Insurance,non_negotiable,0.0,-,RWF,3799,1127,3.370896184560781,1
2480,U226,2025-08,1127,255,Education,high,0.39,Potential to reduce,RWF,3799,1127,3.370896184560781,1
2481,U226,2025-08,1127,371,Savings,high,0.33,Potential to reduce,RWF,3799,1127,3.370896184560781,1
2482,U226,2025-08,1127,345,Transport,high,0.24,Potential to reduce,RWF,3799,1127,3.370896184560781,1
2483,U226,2025-08,1127,194,Clothing,medium,0.37,Potential to reduce,RWF,3799,1127,3.370896184560781,1
2484,U226,2025-08,1127,32,Entertainment,low,0.4,Potential to reduce,RWF,3799,1127,3.370896184560781,1
2485,U226,2025-08,1127,320,Savings,high,0.37,Potential to reduce,RWF,3799,1127,3.370896184560781,1
2486,U226,2025-08,1127,437,Food,high,0.13,Potential to reduce,RWF,3799,1127,3.370896184560781,1
2487,U227,2025-08,2804,143,Clothing,medium,0.14,Potential to reduce,RWF,3293,2804,1.1743937232524964,1
2488,U227,2025-08,2804,766,Health,non_negotiable,0.0,-,RWF,3293,2804,1.1743937232524964,1
2489,U227,2025-08,2804,436,Transport,high,0.28,Potential to reduce,RWF,3293,2804,1.1743937232524964,1
2490,U227,2025-08,2804,165,Other,medium,0.35,Potential to reduce,RWF,3293,2804,1.1743937232524964,1
2491,U227,2025-08,2804,379,Insurance,non_negotiable,0.0,-,RWF,3293,2804,1.1743937232524964,1
2492,U227,2025-08,2804,251,Other,medium,0.4,Potential to reduce,RWF,3293,2804,1.1743937232524964,1
2493,U227,2025-08,2804,152,Transport,high,0.07,Potential to reduce,RWF,3293,2804,1.1743937232524964,1
2494,U227,2025-08,2804,279,Food,high,0.18,Potential to reduce,RWF,3293,2804,1.1743937232524964,1
2495,U227,2025-08,2804,106,Other,medium,0.25,Potential to reduce,RWF,3293,2804,1.1743937232524964,1
2496,U227,2025-08,2804,566,Insurance,non_negotiable,0.0,-,RWF,3293,2804,1.1743937232524964,1
2497,U227,2025-08,2804,50,Other,medium,0.41,Potential to reduce,RWF,3293,2804,1.1743937232524964,1
2498,U228,2025-08,2666,197,Education,high,0.15,Potential to reduce,RWF,3158,2666,1.1845461365341334,1
2499,U228,2025-08,2666,387,Transport,high,0.07,Potential to reduce,RWF,3158,2666,1.1845461365341334,1
2500,U228,2025-08,2666,274,Clothing,medium,0.4,Potential to reduce,RWF,3158,2666,1.1845461365341334,1
2501,U228,2025-08,2666,491,Transport,high,0.18,Potential to reduce,RWF,3158,2666,1.1845461365341334,1
2502,U228,2025-08,2666,389,Health,non_negotiable,0.0,-,RWF,3158,2666,1.1845461365341334,1
2503,U228,2025-08,2666,61,Clothing,medium,0.22,Potential to reduce,RWF,3158,2666,1.1845461365341334,1
2504,U228,2025-08,2666,331,Education,high,0.14,Potential to reduce,RWF,3158,2666,1.1845461365341334,1
2505,U228,2025-08,2666,164,Other,medium,0.39,Potential to reduce,RWF,3158,2666,1.1845461365341334,1
2506,U228,2025-08,2666,270,Transport,high,0.34,Potential to reduce,RWF,3158,2666,1.1845461365341334,1
2507,U228,2025-08,2666,274,Other,medium,0.16,Potential to reduce,RWF,3158,2666,1.1845461365341334,1
2508,U228,2025-08,2666,320,Savings,high,0.44,Potential to reduce,RWF,3158,2666,1.1845461365341334,1
2509,U229,2025-08,1223,155,Savings,high,0.22,Potential to reduce,RWF,3102,1223,2.5363859362224037,1
2510,U229,2025-08,1223,692,Health,non_negotiable,0.0,-,RWF,3102,1223,2.5363859362224037,1
2511,U229,2025-08,1223,291,Transport,high,0.24,Potential to reduce,RWF,3102,1223,2.5363859362224037,1
2512,U229,2025-08,1223,196,Subscriptions,low,0.16,Potential to reduce,RWF,3102,1223,2.5363859362224037,1
2513,U229,2025-08,1223,188,Clothing,medium,0.18,Potential to reduce,RWF,3102,1223,2.5363859362224037,1
2514,U229,2025-08,1223,248,Transport,high,0.48,Potential to reduce,RWF,3102,1223,2.5363859362224037,1
2515,U229,2025-08,1223,162,Savings,high,0.07,Potential to reduce,RWF,3102,1223,2.5363859362224037,1
2516,U229,2025-08,1223,122,Subscriptions,low,0.17,Potential to reduce,RWF,3102,1223,2.5363859362224037,1
2517,U229,2025-08,1223,66,Other,medium,0.34,Potential to reduce,RWF,3102,1223,2.5363859362224037,1
2518,U229,2025-08,1223,233,Other,medium,0.19,Potential to reduce,RWF,3102,1223,2.5363859362224037,1
2519,U229,2025-08,1223,749,Insurance,non_negotiable,0.0,-,RWF,3102,1223,2.5363859362224037,1
2520,U230,2025-08,3990,492,Housing (Rent),non_negotiable,0.0,-,RWF,3206,3990,0.8035087719298246,1
2521,U230,2025-08,3990,164,Clothing,medium,0.28,Potential to reduce,RWF,3206,3990,0.8035087719298246,1
2522,U230,2025-08,3990,313,Transport,high,0.17,Potential to reduce,RWF,3206,3990,0.8035087719298246,1
2523,U230,2025-08,3990,398,Transport,high,0.2,Potential to reduce,RWF,3206,3990,0.8035087719298246,1
2524,U230,2025-08,3990,368,Savings,high,0.05,Potential to reduce,RWF,3206,3990,0.8035087719298246,1
2525,U230,2025-08,3990,387,Food,high,0.29,Potential to reduce,RWF,3206,3990,0.8035087719298246,1
2526,U230,2025-08,3990,102,Subscriptions,low,0.19,Potential to reduce,RWF,3206,3990,0.8035087719298246,1
2527,U230,2025-08,3990,454,Food,high,0.11,Potential to reduce,RWF,3206,3990,0.8035087719298246,1
2528,U230,2025-08,3990,283,Transport,high,0.25,Potential to reduce,RWF,3206,3990,0.8035087719298246,1
2529,U230,2025-08,3990,148,Subscriptions,low,0.09,Potential to reduce,RWF,3206,3990,0.8035087719298246,1
2530,U230,2025-08,3990,97,Clothing,medium,0.43,Potential to reduce,RWF,3206,3990,0.8035087719298246,1
2531,U231,2025-08,3294,307,Transport,high,0.25,Potential to reduce,RWF,3609,3294,1.0956284153005464,1
2532,U231,2025-08,3294,236,Education,high,0.16,Potential to reduce,RWF,3609,3294,1.0956284153005464,1
2533,U231,2025-08,3294,283,Education,high,0.32,Potential to reduce,RWF,3609,3294,1.0956284153005464,1
2534,U231,2025-08,3294,671,Health,non_negotiable,0.0,-,RWF,3609,3294,1.0956284153005464,1
2535,U231,2025-08,3294,168,Clothing,medium,0.49,Potential to reduce,RWF,3609,3294,1.0956284153005464,1
2536,U231,2025-08,3294,124,Education,high,0.46,Potential to reduce,RWF,3609,3294,1.0956284153005464,1
2537,U231,2025-08,3294,778,Housing (Rent),non_negotiable,0.0,-,RWF,3609,3294,1.0956284153005464,1
2538,U231,2025-08,3294,171,Entertainment,low,0.26,Potential to reduce,RWF,3609,3294,1.0956284153005464,1
2539,U231,2025-08,3294,283,Other,medium,0.46,Potential to reduce,RWF,3609,3294,1.0956284153005464,1
2540,U231,2025-08,3294,559,Insurance,non_negotiable,0.0,-,RWF,3609,3294,1.0956284153005464,1
2541,U231,2025-08,3294,29,Subscriptions,low,0.13,Potential to reduce,RWF,3609,3294,1.0956284153005464,1
2542,U232,2025-08,951,104,Food,high,0.1,Potential to reduce,RWF,3150,951,3.312302839116719,1
2543,U232,2025-08,951,482,Insurance,non_negotiable,0.0,-,RWF,3150,951,3.312302839116719,1
2544,U232,2025-08,951,132,Entertainment,low,0.05,Potential to reduce,RWF,3150,951,3.312302839116719,1
2545,U232,2025-08,951,253,Clothing,medium,0.44,Potential to reduce,RWF,3150,951,3.312302839116719,1
2546,U232,2025-08,951,143,Food,high,0.24,Potential to reduce,RWF,3150,951,3.312302839116719,1
2547,U232,2025-08,951,261,Food,high,0.44,Potential to reduce,RWF,3150,951,3.312302839116719,1
2548,U232,2025-08,951,227,Other,medium,0.45,Potential to reduce,RWF,3150,951,3.312302839116719,1
2549,U232,2025-08,951,670,Health,non_negotiable,0.0,-,RWF,3150,951,3.312302839116719,1
2550,U232,2025-08,951,151,Subscriptions,low,0.19,Potential to reduce,RWF,3150,951,3.312302839116719,1
2551,U232,2025-08,951,282,Food,high,0.1,Potential to reduce,RWF,3150,951,3.312302839116719,1
2552,U232,2025-08,951,445,Health,non_negotiable,0.0,-,RWF,3150,951,3.312302839116719,1
2553,U233,2025-08,2401,257,Transport,high,0.47,Potential to reduce,RWF,3432,2401,1.4294044148271554,1
2554,U233,2025-08,2401,348,Housing (Rent),non_negotiable,0.0,-,RWF,3432,2401,1.4294044148271554,1
2555,U233,2025-08,2401,439,Education,high,0.42,Potential to reduce,RWF,3432,2401,1.4294044148271554,1
2556,U233,2025-08,2401,313,Transport,high,0.13,Potential to reduce,RWF,3432,2401,1.4294044148271554,1
2557,U233,2025-08,2401,471,Food,high,0.18,Potential to reduce,RWF,3432,2401,1.4294044148271554,1
2558,U233,2025-08,2401,242,Savings,high,0.48,Potential to reduce,RWF,3432,2401,1.4294044148271554,1
2559,U233,2025-08,2401,501,Housing (Rent),non_negotiable,0.0,-,RWF,3432,2401,1.4294044148271554,1
2560,U233,2025-08,2401,124,Food,high,0.12,Potential to reduce,RWF,3432,2401,1.4294044148271554,1
2561,U233,2025-08,2401,269,Health,non_negotiable,0.0,-,RWF,3432,2401,1.4294044148271554,1
2562,U233,2025-08,2401,311,Housing (Rent),non_negotiable,0.0,-,RWF,3432,2401,1.4294044148271554,1
2563,U233,2025-08,2401,157,Clothing,medium,0.38,Potential to reduce,RWF,3432,2401,1.4294044148271554,1
2564,U234,2025-08,2787,110,Subscriptions,low,0.47,Potential to reduce,RWF,2869,2787,1.029422317904557,1
2565,U234,2025-08,2787,123,Subscriptions,low,0.35,Potential to reduce,RWF,2869,2787,1.029422317904557,1
2566,U234,2025-08,2787,59,Subscriptions,low,0.23,Potential to reduce,RWF,2869,2787,1.029422317904557,1
2567,U234,2025-08,2787,138,Clothing,medium,0.47,Potential to reduce,RWF,2869,2787,1.029422317904557,1
2568,U234,2025-08,2787,299,Transport,high,0.42,Potential to reduce,RWF,2869,2787,1.029422317904557,1
2569,U234,2025-08,2787,160,Food,high,0.4,Potential to reduce,RWF,2869,2787,1.029422317904557,1
2570,U234,2025-08,2787,171,Clothing,medium,0.31,Potential to reduce,RWF,2869,2787,1.029422317904557,1
2571,U234,2025-08,2787,510,Insurance,non_negotiable,0.0,-,RWF,2869,2787,1.029422317904557,1
2572,U234,2025-08,2787,748,Housing (Rent),non_negotiable,0.0,-,RWF,2869,2787,1.029422317904557,1
2573,U234,2025-08,2787,155,Education,high,0.09,Potential to reduce,RWF,2869,2787,1.029422317904557,1
2574,U234,2025-08,2787,396,Insurance,non_negotiable,0.0,-,RWF,2869,2787,1.029422317904557,1
2575,U235,2025-08,1384,78,Entertainment,low,0.32,Potential to reduce,RWF,4327,1384,3.1264450867052025,1
2576,U235,2025-08,1384,123,Entertainment,low,0.06,Potential to reduce,RWF,4327,1384,3.1264450867052025,1
2577,U235,2025-08,1384,49,Subscriptions,low,0.44,Potential to reduce,RWF,4327,1384,3.1264450867052025,1
2578,U235,2025-08,1384,307,Insurance,non_negotiable,0.0,-,RWF,4327,1384,3.1264450867052025,1
2579,U235,2025-08,1384,644,Housing (Rent),non_negotiable,0.0,-,RWF,4327,1384,3.1264450867052025,1
2580,U235,2025-08,1384,144,Entertainment,low,0.42,Potential to reduce,RWF,4327,1384,3.1264450867052025,1
2581,U235,2025-08,1384,477,Savings,high,0.41,Potential to reduce,RWF,4327,1384,3.1264450867052025,1
2582,U235,2025-08,1384,694,Housing (Rent),non_negotiable,0.0,-,RWF,4327,1384,3.1264450867052025,1
2583,U235,2025-08,1384,261,Savings,high,0.07,Potential to reduce,RWF,4327,1384,3.1264450867052025,1
2584,U235,2025-08,1384,763,Health,non_negotiable,0.0,-,RWF,4327,1384,3.1264450867052025,1
2585,U235,2025-08,1384,787,Health,non_negotiable,0.0,-,RWF,4327,1384,3.1264450867052025,1
2586,U236,2025-08,1696,377,Savings,high,0.15,Potential to reduce,RWF,2472,1696,1.4575471698113207,1
2587,U236,2025-08,1696,210,Food,high,0.31,Potential to reduce,RWF,2472,1696,1.4575471698113207,1
2588,U236,2025-08,1696,390,Housing (Rent),non_negotiable,0.0,-,RWF,2472,1696,1.4575471698113207,1
2589,U236,2025-08,1696,189,Entertainment,low,0.42,Potential to reduce,RWF,2472,1696,1.4575471698113207,1
2590,U236,2025-08,1696,258,Clothing,medium,0.08,Potential to reduce,RWF,2472,1696,1.4575471698113207,1
2591,U236,2025-08,1696,198,Food,high,0.21,Potential to reduce,RWF,2472,1696,1.4575471698113207,1
2592,U236,2025-08,1696,57,Other,medium,0.12,Potential to reduce,RWF,2472,1696,1.4575471698113207,1
2593,U236,2025-08,1696,372,Savings,high,0.2,Potential to reduce,RWF,2472,1696,1.4575471698113207,1
2594,U236,2025-08,1696,139,Other,medium,0.12,Potential to reduce,RWF,2472,1696,1.4575471698113207,1
2595,U236,2025-08,1696,185,Subscriptions,low,0.26,Potential to reduce,RWF,2472,1696,1.4575471698113207,1
2596,U236,2025-08,1696,97,Entertainment,low,0.46,Potential to reduce,RWF,2472,1696,1.4575471698113207,1
2597,U237,2025-08,962,465,Food,high,0.13,Potential to reduce,RWF,3299,962,3.4293139293139294,1
2598,U237,2025-08,962,271,Housing (Rent),non_negotiable,0.0,-,RWF,3299,962,3.4293139293139294,1
2599,U237,2025-08,962,238,Other,medium,0.31,Potential to reduce,RWF,3299,962,3.4293139293139294,1
2600,U237,2025-08,962,382,Food,high,0.4,Potential to reduce,RWF,3299,962,3.4293139293139294,1
2601,U237,2025-08,962,178,Entertainment,low,0.19,Potential to reduce,RWF,3299,962,3.4293139293139294,1
2602,U237,2025-08,962,212,Other,medium,0.06,Potential to reduce,RWF,3299,962,3.4293139293139294,1
2603,U237,2025-08,962,296,Education,high,0.47,Potential to reduce,RWF,3299,962,3.4293139293139294,1
2604,U237,2025-08,962,606,Health,non_negotiable,0.0,-,RWF,3299,962,3.4293139293139294,1
2605,U237,2025-08,962,416,Health,non_negotiable,0.0,-,RWF,3299,962,3.4293139293139294,1
2606,U237,2025-08,962,181,Entertainment,low,0.06,Potential to reduce,RWF,3299,962,3.4293139293139294,1
2607,U237,2025-08,962,54,Other,medium,0.19,Potential to reduce,RWF,3299,962,3.4293139293139294,1
2608,U238,2025-08,1189,297,Transport,high,0.34,Potential to reduce,RWF,4135,1189,3.47771236333053,1
2609,U238,2025-08,1189,291,Clothing,medium,0.49,Potential to reduce,RWF,4135,1189,3.47771236333053,1
2610,U238,2025-08,1189,372,Education,high,0.47,Potential to reduce,RWF,4135,1189,3.47771236333053,1
2611,U238,2025-08,1189,255,Clothing,medium,0.08,Potential to reduce,RWF,4135,1189,3.47771236333053,1
2612,U238,2025-08,1189,583,Housing (Rent),non_negotiable,0.0,-,RWF,4135,1189,3.47771236333053,1
2613,U238,2025-08,1189,755,Insurance,non_negotiable,0.0,-,RWF,4135,1189,3.47771236333053,1
2614,U238,2025-08,1189,168,Clothing,medium,0.28,Potential to reduce,RWF,4135,1189,3.47771236333053,1
2615,U238,2025-08,1189,774,Insurance,non_negotiable,0.0,-,RWF,4135,1189,3.47771236333053,1
2616,U238,2025-08,1189,182,Subscriptions,low,0.08,Potential to reduce,RWF,4135,1189,3.47771236333053,1
2617,U238,2025-08,1189,196,Clothing,medium,0.15,Potential to reduce,RWF,4135,1189,3.47771236333053,1
2618,U238,2025-08,1189,262,Transport,high,0.23,Potential to reduce,RWF,4135,1189,3.47771236333053,1
2619,U239,2025-08,1231,93,Other,medium,0.42,Potential to reduce,RWF,3420,1231,2.7782290820471163,1
2620,U239,2025-08,1231,416,Transport,high,0.25,Potential to reduce,RWF,3420,1231,2.7782290820471163,1
2621,U239,2025-08,1231,120,Other,medium,0.16,Potential to reduce,RWF,3420,1231,2.7782290820471163,1
2622,U239,2025-08,1231,264,Insurance,non_negotiable,0.0,-,RWF,3420,1231,2.7782290820471163,1
2623,U239,2025-08,1231,554,Housing (Rent),non_negotiable,0.0,-,RWF,3420,1231,2.7782290820471163,1
2624,U239,2025-08,1231,81,Other,medium,0.39,Potential to reduce,RWF,3420,1231,2.7782290820471163,1
2625,U239,2025-08,1231,327,Health,non_negotiable,0.0,-,RWF,3420,1231,2.7782290820471163,1
2626,U239,2025-08,1231,497,Transport,high,0.18,Potential to reduce,RWF,3420,1231,2.7782290820471163,1
2627,U239,2025-08,1231,256,Other,medium,0.23,Potential to reduce,RWF,3420,1231,2.7782290820471163,1
2628,U239,2025-08,1231,423,Savings,high,0.3,Potential to reduce,RWF,3420,1231,2.7782290820471163,1
2629,U239,2025-08,1231,389,Health,non_negotiable,0.0,-,RWF,3420,1231,2.7782290820471163,1
2630,U240,2025-08,2211,628,Health,non_negotiable,0.0,-,RWF,3911,2211,1.7688828584350973,1
2631,U240,2025-08,2211,445,Food,high,0.13,Potential to reduce,RWF,3911,2211,1.7688828584350973,1
2632,U240,2025-08,2211,286,Clothing,medium,0.37,Potential to reduce,RWF,3911,2211,1.7688828584350973,1
2633,U240,2025-08,2211,358,Savings,high,0.15,Potential to reduce,RWF,3911,2211,1.7688828584350973,1
2634,U240,2025-08,2211,73,Clothing,medium,0.49,Potential to reduce,RWF,3911,2211,1.7688828584350973,1
2635,U240,2025-08,2211,178,Subscriptions,low,0.48,Potential to reduce,RWF,3911,2211,1.7688828584350973,1
2636,U240,2025-08,2211,94,Clothing,medium,0.43,Potential to reduce,RWF,3911,2211,1.7688828584350973,1
2637,U240,2025-08,2211,782,Housing (Rent),non_negotiable,0.0,-,RWF,3911,2211,1.7688828584350973,1
2638,U240,2025-08,2211,127,Entertainment,low,0.46,Potential to reduce,RWF,3911,2211,1.7688828584350973,1
2639,U240,2025-08,2211,283,Clothing,medium,0.19,Potential to reduce,RWF,3911,2211,1.7688828584350973,1
2640,U240,2025-08,2211,657,Housing (Rent),non_negotiable,0.0,-,RWF,3911,2211,1.7688828584350973,1
2641,U241,2025-08,1457,163,Other,medium,0.35,Potential to reduce,RWF,3004,1457,2.061770761839396,1
2642,U241,2025-08,1457,622,Health,non_negotiable,0.0,-,RWF,3004,1457,2.061770761839396,1
2643,U241,2025-08,1457,159,Food,high,0.25,Potential to reduce,RWF,3004,1457,2.061770761839396,1
2644,U241,2025-08,1457,175,Other,medium,0.12,Potential to reduce,RWF,3004,1457,2.061770761839396,1
2645,U241,2025-08,1457,113,Subscriptions,low,0.29,Potential to reduce,RWF,3004,1457,2.061770761839396,1
2646,U241,2025-08,1457,693,Health,non_negotiable,0.0,-,RWF,3004,1457,2.061770761839396,1
2647,U241,2025-08,1457,157,Other,medium,0.22,Potential to reduce,RWF,3004,1457,2.061770761839396,1
2648,U241,2025-08,1457,105,Transport,high,0.16,Potential to reduce,RWF,3004,1457,2.061770761839396,1
2649,U241,2025-08,1457,245,Education,high,0.16,Potential to reduce,RWF,3004,1457,2.061770761839396,1
2650,U241,2025-08,1457,171,Clothing,medium,0.28,Potential to reduce,RWF,3004,1457,2.061770761839396,1
2651,U241,2025-08,1457,401,Health,non_negotiable,0.0,-,RWF,3004,1457,2.061770761839396,1
2652,U242,2025-08,2035,25,Entertainment,low,0.2,Potential to reduce,RWF,3978,2035,1.9547911547911547,1
2653,U242,2025-08,2035,646,Insurance,non_negotiable,0.0,-,RWF,3978,2035,1.9547911547911547,1
2654,U242,2025-08,2035,116,Clothing,medium,0.42,Potential to reduce,RWF,3978,2035,1.9547911547911547,1
2655,U242,2025-08,2035,62,Subscriptions,low,0.49,Potential to reduce,RWF,3978,2035,1.9547911547911547,1
2656,U242,2025-08,2035,587,Insurance,non_negotiable,0.0,-,RWF,3978,2035,1.9547911547911547,1
2657,U242,2025-08,2035,651,Housing (Rent),non_negotiable,0.0,-,RWF,3978,2035,1.9547911547911547,1
2658,U242,2025-08,2035,130,Other,medium,0.38,Potential to reduce,RWF,3978,2035,1.9547911547911547,1
2659,U242,2025-08,2035,488,Food,high,0.44,Potential to reduce,RWF,3978,2035,1.9547911547911547,1
2660,U242,2025-08,2035,390,Education,high,0.48,Potential to reduce,RWF,3978,2035,1.9547911547911547,1
2661,U242,2025-08,2035,169,Entertainment,low,0.4,Potential to reduce,RWF,3978,2035,1.9547911547911547,1
2662,U242,2025-08,2035,714,Insurance,non_negotiable,0.0,-,RWF,3978,2035,1.9547911547911547,1
2663,U243,2025-08,2216,415,Education,high,0.14,Potential to reduce,RWF,3441,2216,1.5527978339350181,1
2664,U243,2025-08,2216,469,Housing (Rent),non_negotiable,0.0,-,RWF,3441,2216,1.5527978339350181,1
2665,U243,2025-08,2216,424,Insurance,non_negotiable,0.0,-,RWF,3441,2216,1.5527978339350181,1
2666,U243,2025-08,2216,729,Insurance,non_negotiable,0.0,-,RWF,3441,2216,1.5527978339350181,1
2667,U243,2025-08,2216,132,Subscriptions,low,0.19,Potential to reduce,RWF,3441,2216,1.5527978339350181,1
2668,U243,2025-08,2216,282,Insurance,non_negotiable,0.0,-,RWF,3441,2216,1.5527978339350181,1
2669,U243,2025-08,2216,224,Food,high,0.15,Potential to reduce,RWF,3441,2216,1.5527978339350181,1
2670,U243,2025-08,2216,246,Health,non_negotiable,0.0,-,RWF,3441,2216,1.5527978339350181,1
2671,U243,2025-08,2216,135,Entertainment,low,0.3,Potential to reduce,RWF,3441,2216,1.5527978339350181,1
2672,U243,2025-08,2216,49,Entertainment,low,0.4,Potential to reduce,RWF,3441,2216,1.5527978339350181,1
2673,U243,2025-08,2216,336,Food,high,0.3,Potential to reduce,RWF,3441,2216,1.5527978339350181,1
2674,U244,2025-08,1294,124,Education,high,0.41,Potential to reduce,RWF,1721,1294,1.329984544049459,1
2675,U244,2025-08,1294,77,Subscriptions,low,0.2,Potential to reduce,RWF,1721,1294,1.329984544049459,1
2676,U244,2025-08,1294,224,Housing (Rent),non_negotiable,0.0,-,RWF,1721,1294,1.329984544049459,1
2677,U244,2025-08,1294,127,Clothing,medium,0.12,Potential to reduce,RWF,1721,1294,1.329984544049459,1
2678,U244,2025-08,1294,247,Health,non_negotiable,0.0,-,RWF,1721,1294,1.329984544049459,1
2679,U244,2025-08,1294,29,Entertainment,low,0.16,Potential to reduce,RWF,1721,1294,1.329984544049459,1
2680,U244,2025-08,1294,60,Clothing,medium,0.42,Potential to reduce,RWF,1721,1294,1.329984544049459,1
2681,U244,2025-08,1294,192,Entertainment,low,0.19,Potential to reduce,RWF,1721,1294,1.329984544049459,1
2682,U244,2025-08,1294,308,Savings,high,0.15,Potential to reduce,RWF,1721,1294,1.329984544049459,1
2683,U244,2025-08,1294,163,Education,high,0.17,Potential to reduce,RWF,1721,1294,1.329984544049459,1
2684,U244,2025-08,1294,170,Other,medium,0.24,Potential to reduce,RWF,1721,1294,1.329984544049459,1
2685,U245,2025-08,2901,430,Transport,high,0.24,Potential to reduce,RWF,3502,2901,1.2071699413995174,1
2686,U245,2025-08,2901,342,Savings,high,0.23,Potential to reduce,RWF,3502,2901,1.2071699413995174,1
2687,U245,2025-08,2901,109,Entertainment,low,0.48,Potential to reduce,RWF,3502,2901,1.2071699413995174,1
2688,U245,2025-08,2901,563,Insurance,non_negotiable,0.0,-,RWF,3502,2901,1.2071699413995174,1
2689,U245,2025-08,2901,338,Food,high,0.07,Potential to reduce,RWF,3502,2901,1.2071699413995174,1
2690,U245,2025-08,2901,275,Housing (Rent),non_negotiable,0.0,-,RWF,3502,2901,1.2071699413995174,1
2691,U245,2025-08,2901,532,Housing (Rent),non_negotiable,0.0,-,RWF,3502,2901,1.2071699413995174,1
2692,U245,2025-08,2901,181,Clothing,medium,0.49,Potential to reduce,RWF,3502,2901,1.2071699413995174,1
2693,U245,2025-08,2901,229,Savings,high,0.08,Potential to reduce,RWF,3502,2901,1.2071699413995174,1
2694,U245,2025-08,2901,382,Food,high,0.3,Potential to reduce,RWF,3502,2901,1.2071699413995174,1
2695,U245,2025-08,2901,121,Other,medium,0.46,Potential to reduce,RWF,3502,2901,1.2071699413995174,1
2696,U246,2025-08,2702,474,Savings,high,0.3,Potential to reduce,RWF,3887,2702,1.4385640266469282,1
2697,U246,2025-08,2702,479,Food,high,0.24,Potential to reduce,RWF,3887,2702,1.4385640266469282,1
2698,U246,2025-08,2702,353,Savings,high,0.12,Potential to reduce,RWF,3887,2702,1.4385640266469282,1
2699,U246,2025-08,2702,262,Insurance,non_negotiable,0.0,-,RWF,3887,2702,1.4385640266469282,1
2700,U246,2025-08,2702,352,Savings,high,0.19,Potential to reduce,RWF,3887,2702,1.4385640266469282,1
2701,U246,2025-08,2702,55,Subscriptions,low,0.42,Potential to reduce,RWF,3887,2702,1.4385640266469282,1
2702,U246,2025-08,2702,424,Education,high,0.09,Potential to reduce,RWF,3887,2702,1.4385640266469282,1
2703,U246,2025-08,2702,391,Education,high,0.25,Potential to reduce,RWF,3887,2702,1.4385640266469282,1
2704,U246,2025-08,2702,448,Transport,high,0.33,Potential to reduce,RWF,3887,2702,1.4385640266469282,1
2705,U246,2025-08,2702,150,Other,medium,0.09,Potential to reduce,RWF,3887,2702,1.4385640266469282,1
2706,U246,2025-08,2702,499,Savings,high,0.2,Potential to reduce,RWF,3887,2702,1.4385640266469282,1
2707,U247,2025-08,1894,279,Savings,high,0.27,Potential to reduce,RWF,3651,1894,1.9276663146779303,1
2708,U247,2025-08,1894,56,Entertainment,low,0.38,Potential to reduce,RWF,3651,1894,1.9276663146779303,1
2709,U247,2025-08,1894,498,Savings,high,0.23,Potential to reduce,RWF,3651,1894,1.9276663146779303,1
2710,U247,2025-08,1894,223,Other,medium,0.3,Potential to reduce,RWF,3651,1894,1.9276663146779303,1
2711,U247,2025-08,1894,205,Transport,high,0.14,Potential to reduce,RWF,3651,1894,1.9276663146779303,1
2712,U247,2025-08,1894,364,Health,non_negotiable,0.0,-,RWF,3651,1894,1.9276663146779303,1
2713,U247,2025-08,1894,226,Housing (Rent),non_negotiable,0.0,-,RWF,3651,1894,1.9276663146779303,1
2714,U247,2025-08,1894,410,Transport,high,0.12,Potential to reduce,RWF,3651,1894,1.9276663146779303,1
2715,U247,2025-08,1894,480,Housing (Rent),non_negotiable,0.0,-,RWF,3651,1894,1.9276663146779303,1
2716,U247,2025-08,1894,425,Transport,high,0.21,Potential to reduce,RWF,3651,1894,1.9276663146779303,1
2717,U247,2025-08,1894,485,Education,high,0.23,Potential to reduce,RWF,3651,1894,1.9276663146779303,1
2718,U248,2025-08,1583,165,Subscriptions,low,0.08,Potential to reduce,RWF,4546,1583,2.8717624763108023,1
2719,U248,2025-08,1583,455,Transport,high,0.31,Potential to reduce,RWF,4546,1583,2.8717624763108023,1
2720,U248,2025-08,1583,670,Health,non_negotiable,0.0,-,RWF,4546,1583,2.8717624763108023,1
2721,U248,2025-08,1583,133,Food,high,0.14,Potential to reduce,RWF,4546,1583,2.8717624763108023,1
2722,U248,2025-08,1583,420,Health,non_negotiable,0.0,-,RWF,4546,1583,2.8717624763108023,1
2723,U248,2025-08,1583,455,Education,high,0.45,Potential to reduce,RWF,4546,1583,2.8717624763108023,1
2724,U248,2025-08,1583,466,Transport,high,0.18,Potential to reduce,RWF,4546,1583,2.8717624763108023,1
2725,U248,2025-08,1583,330,Food,high,0.1,Potential to reduce,RWF,4546,1583,2.8717624763108023,1
2726,U248,2025-08,1583,749,Housing (Rent),non_negotiable,0.0,-,RWF,4546,1583,2.8717624763108023,1
2727,U248,2025-08,1583,169,Savings,high,0.44,Potential to reduce,RWF,4546,1583,2.8717624763108023,1
2728,U248,2025-08,1583,534,Housing (Rent),non_negotiable,0.0,-,RWF,4546,1583,2.8717624763108023,1
2729,U249,2025-08,3288,167,Entertainment,low,0.35,Potential to reduce,RWF,3275,3288,0.9960462287104623,1
2730,U249,2025-08,3288,181,Other,medium,0.1,Potential to reduce,RWF,3275,3288,0.9960462287104623,1
